work_id,status,url,album,formats,notes
REC-219,no,,,,"Oramics (Paradigm Discs) not stocked; 'Oramics' returns no results. Only Oram-related item is Turning World (NMC NMCD266, CD/download/Hi-Res) containing Oram's Still Point realised by Shiva Feshareki/James Bulley/LCO — a different work."
REC-031,no,,,,No listing for The Expanding Universe; Unseen Worlds label page exists on Presto but the album was not found (2 searches)
REC-107,no,,,,Not on Presto. Only Spiegel presence is a work page for Appalachian Grove I; Patchwork / The Expanding Universe (Unseen Worlds) absent.
REC-040,exact,https://www.prestomusic.com/jazz/products/9460183--confield,Confield (Autechre),2 Vinyl Records,"Warp WARPLP128R, 2023 vinyl reissue of the 2001 album; verified product page"
REC-114,no,,,,Exai not found; Presto carries some Warp titles (e.g. Autechre Confield vinyl) but not Exai
REC-187,exact,https://www.prestomusic.com/classical/products/8022584--10-2-12-american-text-sound-pieces,10 + 2: 12 American Text Sound Pieces (Other Minds OM1006-2),download (FLAC/MP3),Amirkhanian: Just (4:30) confirmed on tracklist. Other Minds reissue of the original 1750 Arch LP that first carried Just — closest match to the label hint.
REC-071,no,,,,"Not on Presto. Fullman appears only as a performer on edition rz compilation items (e.g. Zeitenwechsel, product 8611946); The Long String Instrument album (Apollo/Superior Viaduct) absent."
REC-109,no,,,,"No Voyager recording on Presto. George E Lewis present as composer (sheet music: Oraculum, Memex, Shadowgraph 5; recordings: Assemblage NW80792, ezz-thetics Breaking News) but the Avant CD Voyager is not stocked."
REC-286,no,,,,No Basic Channel audio products; search returns unrelated books only
REC-101,no,,,,No Presto results for Max Mathews / Bell Labs material; Music from Mathematics and Voice of the Computer compilations not stocked.
REC-315,no,,,,Zero results for Bird and Person Dyning (searched with and without Lucier)
REC-063,alt,https://www.prestomusic.com/classical/products/7943631--the-music-of-mario-davidovsky-volume-3,The Music of Mario Davidovsky Volume 3 (Bridge BRIDGE9171),"CD, download (FLAC/MP3)","Synchronisms No. 6 for Piano and Electronic Sounds perf. Aleck Karis, 7:09 — 2006 Bridge recording, not the 1970 CRI original; NWCRL204 CRI reissue on Presto has only Synchronisms 1-3. Also on The American Innovator (Argo) and Secret Geometry (New World)"
REC-164,exact,https://www.prestomusic.com/classical/products/9809846--terry-riley-the-columbia-recordings,Terry Riley - The Columbia Recordings (Sony 19802908832),4 CDs,Tracklist verified: CD2 track 2 is Poppy Nogood and the Phantom Band — the original 1969 CBS/Columbia recording; alt recording also on Presto: Bl!ndman 'Icons' (Warner 3CD) https://www.prestomusic.com/classical/products/9464869--icons
REC-066,alt,https://www.prestomusic.com/classical/products/7932419--glass-music-in-fifths-two-pages,Glass: Music in Fifths & Two Pages,"CD, download","Bang on a Can All-Stars (Cantaloupe CA21016), not the 1969 Chatham Square recording; work available only as full-album download; no original Glass Ensemble recording found on Presto"
REC-299,alt,https://www.prestomusic.com/jazz/products/8636287--the-rough-guide-to-ali-akbar-khan,The Rough Guide to Ali Akbar Khan (World Music Network RGNET1373CD),CD,"The 1955 Music of India: Morning and Evening Ragas album itself is not on Presto. Closest: this AAK compilation (incl. a Pilu; source recordings not confirmed as the 1955 tracks) - currently out of stock at distributor, orderable. Also on Presto: Raga Mishra Piloo Live at Carnegie Hall 1982 with Ravi Shankar (Warner Classics 9029525802, download) and Raga Sindhi Bhairavi with L. Subramaniam (Delos RS0103, download) - different recordings."
REC-086,exact,https://www.prestomusic.com/classical/products/7924430--cardew-the-great-learning-etc,"Cardew: The Great Learning, etc. — The Scratch Orchestra (Deutsche Grammophon 20/21, E4715722)",download (FLAC/MP3),"Tracklist verified: recorded Feb 1971, Chappell Studios London; Paragraph 2 (22:03) + Paragraph 7 (20:29) — this IS the 1971 DG recording. Also seen: DG Avantgarde Vinyl Series 180g remaster (4868215, products/9889739), pre-order, due 28 Aug 2026."
REC-285,exact,https://www.prestomusic.com/classical/products/7963261--meredith-monk-dolmen-music,Meredith Monk: Dolmen Music (ECM 8254592),"CD, Download",Original 1981 ECM album; also included in 'Meredith Monk - The Recordings' 13-CD ECM box https://www.prestomusic.com/classical/products/9380262--meredith-monk-the-recordings
REC-166,no,,,,No Fripp/Eno product; site search for No Pussyfooting returns one unrelated jazz item
REC-168,exact,https://www.prestomusic.com/jazz/products/9266670--discreet-music,Discreet Music (Brian Eno),Download (FLAC/MP3),"Decca 866 4935 digital reissue of the original 1975 album; tracklist verified (title piece + 3 Pachelbel variations); alt ensemble version also exists: Eno arr. Contact, Cantaloupe CA21114 (prestomusic.com/classical/products/8078905--eno-b-discreet-music)"
REC-068,exact,https://www.prestomusic.com/classical/products/8078117--gavin-bryars-jesus-blood-never-failed-me-yet,Gavin Bryars: Jesus' Blood Never Failed Me Yet (GB Records BCGBCD22),"CD, download (FLAC/MP3)",Remastered reissue of the original 1975 Obscure recording produced by Brian Eno; coupled with The Sinking of the Titanic. The 1993 Point/Decca extended version with Tom Waits is also on Presto as a download: https://www.prestomusic.com/classical/products/8019710--bryars-jesus-blood-never-failed-me-yet
REC-092,no,,,,"No Yasunao Tone recordings on Presto; site search returns only books and unrelated albums (Balloon Music, Music for Merce Vol. 5) without Anagram for Strings"
REC-185,no,,,,Not on Presto. Fylkingen Records not stocked; Verbal Brainwash available only via Fylkingen/Bandcamp/Soundohm.
REC-287,no,,,,No M-Plant or Robert Hood listings on Presto; Minimal Nation sold via Beatport/Bandcamp/Boomkat instead.
REC-213,no,,,,As expected: no NFB / Norman McLaren soundtrack releases on Presto (site search returns unrelated 'Norman' composers only).
REC-320,no,,,,"1989 New Albion album (NA022) not on Presto; site search returns only different Deep Listening Band albums (Non Stop Flight, Sanctuary) and the book Deep Listening: A Composer's Sound Practice"
REC-069,alt,https://www.prestomusic.com/classical/products/8893207--zentralafrika-songs-of-h,"Zentralafrika: Songs of H [= Centrafrique: Hunting, Love and Mockery Songs] - Pygmees Aka (Ocora C561139)",CD,"The 1978 Anthologie (C560171/72; 2016 reissue C561171-72) is NOT on Presto despite Ocora being stocked. This is a different Aka Pygmies collection on Ocora (truncated title verified externally as Chants de chasse, d'amour et de moquerie). CD EUR 19.89, on offer EUR 15.91, 3 in stock."
REC-186,exact,https://www.prestomusic.com/classical/products/7977033--magnificathy,magnifiCathy: The Many Voices of Cathy Berberian,Download FLAC/MP3; streaming,"Wergo WER60054-50, Berberian (soprano) / Bruno Canino; verified tracklist includes Stripsody (4:33); also on 'Songs Cathy Sang' Erato (products/9786627)"
REC-198,exact,https://www.prestomusic.com/classical/products/7977058--nono-la-fabbrica-illuminata-cancione,Nono - La Fabbrica Illuminata / Cancione (Wergo WER60382),CD,"Tracklist verified: contains La fabbrica illuminata with Carla Henius (soprano, the work's premiere singer); currently out of stock at UK distributor but orderable (6+ weeks)"
REC-282,alt,https://www.prestomusic.com/classical/products/7931640--the-master-musicians-of-jajouka,The Master Musicians of Jajouka (Philips 4645362),download,"Later ensemble recording featuring Bachir Attar (with Talvin Singh et al.), not the 1968 Brian Jones Presents the Pipes of Pan at Joujouka (Rolling Stones Records), which Presto does not stock."
REC-167,no,,,,"Strumming Music (Shandar 1974 / Aguirre reissue / Sub Rosa 3CD) not on Presto; Presto carries other Palestine titles, e.g. Schlingen-Blängen (New World NW80578, /classical/products/7993703) — different work."
REC-183,alt,https://www.prestomusic.com/classical/products/8022584--10-2-12-american-text-sound-pieces,10 + 2: 12 American Text Sound Pieces (Other Minds OM1006-2),Download only (FLAC/MP3),"Tracklist verified: contains Brion Gysin performing his permutation poem Come to Free the Words (3:28), but not Junk. Only Gysin recording on Presto; no Sub Rosa Gysin titles in their Sub Rosa catalogue."
REC-070,no,,,,"Nodal Excitation (India Navigation/Superior Viaduct) not on Presto. Other Dreyblatt works are: Resonant Relations (Cantaloupe CA21046, products/7996605) and The Adding Machine (CA21006, products/7977438) — different works."
REC-284,alt,https://www.prestomusic.com/classical/products/7986599--the-philip-glass-ensemble-a-retrospective,The Philip Glass Ensemble: A Retrospective (Orange Mountain OMM0067),2 CDs,"Excerpts only — no complete Music in Twelve Parts on Presto (Nonesuch and Orange Mountain complete sets not stocked). Presto's works page for Part 1 lists this Philip Glass Ensemble album and Philip Glass: Rework (OMM0082, products/8025199); composer page also lists Part 2 on one product."
REC-181,no,,,,"Laut und Luise search: 0 results. Wergo is stocked at Presto but this title is not; Jandl hits are works about/setting Jandl by others (e.g. Haselbock: Requiem for Ernst Jandl, NCA)."
REC-179,exact,https://www.prestomusic.com/classical/products/7977034--schwitters-ursonate-for-two-voices-musical-environment,Schwitters: Ursonate (Wergo WER63042),CD,"Per Ernst Schwitters this is Kurt Schwitters' own historic performance (claim disputed); out of stock at UK distributor but orderable. Alt modern recording by the Sprechbohrer trio on Wergo WER63162, CD or download: https://www.prestomusic.com/classical/products/8049838--schwitters-ursonate-for-two-voices-musical-environment"
